!!SBtab	Document='D1 LTP time window' TableName='Parameter' TableType='Quantity' TableTitle='D1 LTP time window parameters'								
!ID	!Name	!Unit	!DefaultValue	!Comment	!Location	!Scale	!Value:linspace	!Description	
K22	kr_R12	1/millisecond	-2.8239	kr_D32p34XPP1__PP1_D32p34	Spine	log10	0.0015	independent parameter	D32p34 + PP1 <=> PP1_D32p34
K23	kf_R13	1/(nanomole/liter*millisecond)	-6	kf_CDK5XD32__CDK5_D32	Spine	log10	1e-06	independent parameter	CDK5 + D32 <=> CDK5_D32
K24	kr_R13	1/millisecond	-1	kr_CDK5XD32__CDK5_D32	Spine	log10	0.1	independent parameter	CDK5 + D32 <=> CDK5_D32
K25	kf_R14	1/millisecond	-2	kf_CDK5_D32__CDK5XD32p75	Spine	log10	0.01	independent parameter	CDK5_D32 <=> CDK5 + D32p75
K26	kf_R15	1/(nanomole/liter*millisecond)	-4	kf_D32p75XPKAc__PKAc_D32p75	Spine	log10	0.0001	independent parameter	D32p75 + PKAc <=> PKAc_D32p75
K27	kr_R15	1/millisecond	-1	kr_D32p75XPKAc__PKAc_D32p75	Spine	log10	0.1	independent parameter	D32p75 + PKAc <=> PKAc_D32p75
K28	kf_R16	1/(nanomole/liter*millisecond)	-5	kf_B72PP2AXCa__B72PP2A_Ca	Spine	log10	1e-05	independent parameter	B72PP2A + Ca <=> B72PP2A_Ca
K29	kr_R16	1/millisecond	-2	kr_B72PP2AXCa__B72PP2A_Ca	Spine	log10	0.01	independent parameter	B72PP2A + Ca <=> B72PP2A_Ca
K30	kf_R17	1/(nanomole/liter*millisecond)	-4.8239	kf_B56PP2ApXD32p75__B56PP2Ap_D32p75	Spine	log10	1.5e-05	independent parameter	B56PP2Ap + D32p75 <=> B56PP2Ap_D32p75
K31	kr_R17	1/millisecond	-1	kr_B56PP2ApXD32p75__B56PP2Ap_D32p75	Spine	log10	0.1	independent parameter	B56PP2Ap + D32p75 <=> B56PP2Ap_D32p75
K32	kf_R18	1/(nanomole/liter*millisecond)	-5.0969	kf_B72PP2AXD32p75__B72PP2A_D32p75	Spine	log10	8e-06	independent parameter	B72PP2A + D32p75 <=> B72PP2A_D32p75
K33	kr_R18	1/millisecond	-1	kr_B72PP2AXD32p75__B72PP2A_D32p75	Spine	log10	0.1	independent parameter	B72PP2A + D32p75 <=> B72PP2A_D32p75
K34	kf_R19	1/(nanomole/liter*millisecond)	-4.8239	kf_D32p75XB72PP2A_Ca__B72PP2A_Ca_D32p75	Spine	log10	1.5e-05	independent parameter	D32p75 + B72PP2A_Ca <=> B72PP2A_Ca_D32p75
K35	kr_R19	1/millisecond	-1	kr_D32p75XB72PP2A_Ca__B72PP2A_Ca_D32p75	Spine	log10	0.1	independent parameter	D32p75 + B72PP2A_Ca <=> B72PP2A_Ca_D32p75
K36	kf_R20	1/millisecond	-2.0969	kf_B56PP2Ap_D32p75__B56PP2ApXD32	Spine	log10	0.008	independent parameter	B56PP2Ap_D32p75 <=> B56PP2Ap + D32
K37	kf_R21	1/millisecond	-2.8239	kf_B72PP2A_D32p75__B72PP2AXD32	Spine	log10	0.0015	independent parameter	B72PP2A_D32p75 <=> B72PP2A + D32
K38	kf_R22	1/millisecond	-2.0969	kf_B72PP2A_Ca_D32p75__B72PP2A_CaXD32	Spine	log10	0.008	independent parameter	B72PP2A_Ca_D32p75 <=> B72PP2A_Ca + D32
K39	kf_R23	1/(nanomole/liter*millisecond)	-2.8861	kf_D32p34XPP2Bc__PP2Bc_D32p34	Spine	log10	0.0013	independent parameter	D32p34 + PP2Bc <=> PP2Bc_D32p34
K40	kr_R23	1/millisecond	-4	kr_D32p34XPP2Bc__PP2Bc_D32p34	Spine	log10	0.0001	independent parameter	D32p34 + PP2Bc <=> PP2Bc_D32p34
K41	kf_R24	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca2XCa__CaM_Ca4	Spine	log10	0.0001	independent parameter	CaM_Ca2 + Ca <=> CaM_Ca4
K42	kr_R24	1/millisecond	0	kr_CaM_Ca2XCa__CaM_Ca4	Spine	log10	1	independent parameter	CaM_Ca2 + Ca <=> CaM_Ca4
K43	kf_R25	1/(nanomole/liter*millisecond)	-5.2218	kf_CaXPP2B_CaM__PP2B_CaM_Ca2	Spine	log10	6e-06	independent parameter	Ca + PP2B_CaM <=> PP2B_CaM_Ca2
K44	kr_R25	1/millisecond	-6.699	kr_CaXPP2B_CaM__PP2B_CaM_Ca2	Spine	log10	2e-07	independent parameter	Ca + PP2B_CaM <=> PP2B_CaM_Ca2
K45	kf_R26	1/(nanomole/liter*millisecond)	-4	kf_CaXPP2B_CaM_Ca2__PP2Bc	Spine	log10	0.0001	independent parameter	Ca + PP2B_CaM_Ca2 <=> PP2Bc
K46	kr_R26	1/millisecond	-1	kr_CaXPP2B_CaM_Ca2__PP2Bc	Spine	log10	0.1	independent parameter	Ca + PP2B_CaM_Ca2 <=> PP2Bc
K47	kf_R27	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca2XPP2B__PP2B_CaM_Ca2	Spine	log10	0.0001	independent parameter	CaM_Ca2 + PP2B <=> PP2B_CaM_Ca2
K48	kr_R27	1/millisecond	-4.5229	kr_CaM_Ca2XPP2B__PP2B_CaM_Ca2	Spine	log10	3e-05	independent parameter	CaM_Ca2 + PP2B <=> PP2B_CaM_Ca2
K49	kf_R28	1/(nanomole/liter*millisecond)	-6	kf_AC5XCa__AC5_Ca	Spine	log10	1e-06	independent parameter	AC5 + Ca <=> AC5_Ca
K50	kr_R28	1/millisecond	-2	kr_AC5XCa__AC5_Ca	Spine	log10	0.01	independent parameter	AC5 + Ca <=> AC5_Ca
K51	kf_R29	1/(nanomole/liter*millisecond)	-2	kf_AC5_CaXGaolfGTP__AC5_Ca_GaolfGTP	Spine	log10	0.01	independent parameter	AC5_Ca + GaolfGTP <=> AC5_Ca_GaolfGTP
K52	kr_R29	1/millisecond	-3	kr_AC5_CaXGaolfGTP__AC5_Ca_GaolfGTP	Spine	log10	0.001	independent parameter	AC5_Ca + GaolfGTP <=> AC5_Ca_GaolfGTP
K53	kf_R30	1/(nanomole/liter*millisecond)	-5.0969	kf_D32p75XB56PP2A__B56PP2A_D32p75	Spine	log10	8e-06	independent parameter	D32p75 + B56PP2A <=> B56PP2A_D32p75
K54	kr_R30	1/millisecond	-1	kr_D32p75XB56PP2A__B56PP2A_D32p75	Spine	log10	0.1	independent parameter	D32p75 + B56PP2A <=> B56PP2A_D32p75
K55	kf_R31	1/millisecond	-2.8239	kf_B56PP2A_D32p75__B56PP2AXD32	Spine	log10	0.0015	independent parameter	B56PP2A_D32p75 <=> B56PP2A + D32
K56	kf_R32	1/millisecond	-2.5229	kf_B72PP2A_Ca_D32p34__B72PP2A_CaXD32	Spine	log10	0.003	independent parameter	B72PP2A_Ca_D32p34 <=> B72PP2A_Ca + D32
K57	kf_R33	1/millisecond	-2.5229	kf_B72PP2A_D32p34__D32XB72PP2A	Spine	log10	0.003	independent parameter	B72PP2A_D32p34 <=> D32 + B72PP2A
K58	kf_R34	1/(nanomole/liter*millisecond)	-6.301	kf_D32p34XB72PP2A_Ca__B72PP2A_Ca_D32p34	Spine	log10	5e-07	independent parameter	D32p34 + B72PP2A_Ca <=> B72PP2A_Ca_D32p34
K59	kr_R34	1/millisecond	-3	kr_D32p34XB72PP2A_Ca__B72PP2A_Ca_D32p34	Spine	log10	0.001	independent parameter	D32p34 + B72PP2A_Ca <=> B72PP2A_Ca_D32p34
K60	kf_R35	1/(nanomole/liter*millisecond)	-6.301	kf_D32p34XB72PP2A__B72PP2A_D32p34	Spine	log10	5e-07	independent parameter	D32p34 + B72PP2A <=> B72PP2A_D32p34
K61	kr_R35	1/millisecond	-3	kr_D32p34XB72PP2A__B72PP2A_D32p34	Spine	log10	0.001	independent parameter	D32p34 + B72PP2A <=> B72PP2A_D32p34
K62	kf_R36	1/millisecond	-2.9208	kf_PP2Bc_D32p34__D32XPP2Bc	Spine	log10	0.0012	independent parameter	PP2Bc_D32p34 <=> D32 + PP2Bc
K63	kf_R37	1/millisecond	-5.0969	kf_B56PP2Ap__B56PP2A	Spine	log10	8e-06	independent parameter	B56PP2Ap <=> B56PP2A
K64	kf_R38	1/(nanomole/liter*millisecond)	-4.585	kf_cAMPXPKA__PKA_Ca2MP	Spine	log10	2.6e-05	independent parameter	cAMP + PKA <=> PKA_Ca2MP
K65	kr_R38	1/millisecond	-0.45593	kr_cAMPXPKA__PKA_Ca2MP	Spine	log10	0.35	independent parameter	cAMP + PKA <=> PKA_Ca2MP
K66	kf_R39	1/(nanomole/liter*millisecond)	-4.4609	kf_cAMPXPKA_Ca2MP__PKA_Ca4MP	Spine	log10	3.46e-05	independent parameter	cAMP + PKA_Ca2MP <=> PKA_Ca4MP
K67	kr_R39	1/millisecond	-1.301	kr_cAMPXPKA_Ca2MP__PKA_Ca4MP	Spine	log10	0.05	independent parameter	cAMP + PKA_Ca2MP <=> PKA_Ca4MP
K68	kf_R40	1/millisecond	-1.301	kf_PKA_Ca4MP__PKAcXPKAreg	Spine	log10	0.05	independent parameter	PKA_Ca4MP <=> PKAc + PKAreg
K69	kr_R40	1/(nanomole/liter*millisecond)	-4.5229	kr_PKA_Ca4MP__PKAcXPKAreg	Spine	log10	3e-05	independent parameter	PKA_Ca4MP <=> PKAc + PKAreg
K70	kf_R41	1/(nanomole/liter*millisecond)	-4.5229	kf_cAMPXPDE4__PDE4_cAMP	Spine	log10	3e-05	independent parameter	cAMP + PDE4 <=> PDE4_cAMP
K71	kr_R41	1/millisecond	-3	kr_cAMPXPDE4__PDE4_cAMP	Spine	log10	0.001	independent parameter	cAMP + PDE4 <=> PDE4_cAMP
K72	kf_R42	1/millisecond	-2.6021	kf_PDE4_cAMP__PDE4XAMP	Spine	log10	0.0025	independent parameter	PDE4_cAMP <=> PDE4 + AMP
K73	kf_R43	1/((nanomole/liter)^2*millisecond)	-9	kf_PDE10rX2 cAMP__PDE10c	Spine	log10	1e-09	independent parameter	PDE10r + 2 cAMP <=> PDE10c
K74	kr_R43	1/millisecond	-3	kr_PDE10rX2 cAMP__PDE10c	Spine	log10	0.001	independent parameter	PDE10r + 2 cAMP <=> PDE10c
K75	kf_R44	1/millisecond	-2.5229	kf_PDE10r_cAMP__PDE10rXAMP	Spine	log10	0.003	independent parameter	PDE10r_cAMP <=> PDE10r + AMP
K76	kf_R45	1/(nanomole/liter*millisecond)	-4	kf_cAMPXPDE10r__PDE10r_cAMP	Spine	log10	0.0001	independent parameter	cAMP + PDE10r <=> PDE10r_cAMP
K77	kr_R45	1/millisecond	-2.699	kr_cAMPXPDE10r__PDE10r_cAMP	Spine	log10	0.002	independent parameter	cAMP + PDE10r <=> PDE10r_cAMP
K78	kf_R46	1/millisecond	-2	kf_PDE10c_cAMP__PDE10cXAMP	Spine	log10	0.01	independent parameter	PDE10c_cAMP <=> PDE10c + AMP
K79	kf_R47	1/(nanomole/liter*millisecond)	-1	kf_GaolfGDPXGbgolf__Golf	Spine	log10	0.1	independent parameter	GaolfGDP + Gbgolf <=> Golf
K80	kf_R48	1/(nanomole/liter*millisecond)	-5.5935	kf_AC5_GaolfGTPXATP__AC5_GaolfGTP_ATP	Spine	log10	2.55e-06	independent parameter	AC5_GaolfGTP + ATP <=> AC5_GaolfGTP_ATP
K81	kr_R48	1/millisecond	-3	kr_AC5_GaolfGTPXATP__AC5_GaolfGTP_ATP	Spine	log10	0.001	independent parameter	AC5_GaolfGTP + ATP <=> AC5_GaolfGTP_ATP
K82	kf_R49	1/(nanomole/liter*millisecond)	-7	kf_AC5XATP__AC5_ATP	Spine	log10	1e-07	independent parameter	AC5 + ATP <=> AC5_ATP
K83	kr_R49	1/millisecond	-3	kr_AC5XATP__AC5_ATP	Spine	log10	0.001	independent parameter	AC5 + ATP <=> AC5_ATP
K84	kf_R50	1/(nanomole/liter*millisecond)	-7.1249	kf_AC5_CaXATP__AC5_Ca_ATP	Spine	log10	7.5e-08	independent parameter	AC5_Ca + ATP <=> AC5_Ca_ATP
K85	kr_R50	1/millisecond	-3	kr_AC5_CaXATP__AC5_Ca_ATP	Spine	log10	0.001	independent parameter	AC5_Ca + ATP <=> AC5_Ca_ATP
K86	kf_R51	1/(nanomole/liter*millisecond)	-5.8861	kf_AC5_Ca_GaolfGTPXATP__AC5_Ca_GaolfGTP_ATP	Spine	log10	1.3e-06	independent parameter	AC5_Ca_GaolfGTP + ATP <=> AC5_Ca_GaolfGTP_ATP
K87	kr_R51	1/millisecond	-3	kr_AC5_Ca_GaolfGTPXATP__AC5_Ca_GaolfGTP_ATP	Spine	log10	0.001	independent parameter	AC5_Ca_GaolfGTP + ATP <=> AC5_Ca_GaolfGTP_ATP
K88	kf_R52	1/(nanomole/liter*millisecond)	-2	kf_GaolfGTPXAC5_ATP__AC5_GaolfGTP_ATP	Spine	log10	0.01	independent parameter	GaolfGTP + AC5_ATP <=> AC5_GaolfGTP_ATP
K89	kr_R52	1/millisecond	-3	kr_GaolfGTPXAC5_ATP__AC5_GaolfGTP_ATP	Spine	log10	0.001	independent parameter	GaolfGTP + AC5_ATP <=> AC5_GaolfGTP_ATP
K90	kf_R53	1/(nanomole/liter*millisecond)	-2	kf_GaolfGTPXAC5_Ca_ATP__AC5_Ca_GaolfGTP_ATP	Spine	log10	0.01	independent parameter	GaolfGTP + AC5_Ca_ATP <=> AC5_Ca_GaolfGTP_ATP
K91	kr_R53	1/millisecond	-3	kr_GaolfGTPXAC5_Ca_ATP__AC5_Ca_GaolfGTP_ATP	Spine	log10	0.001	independent parameter	GaolfGTP + AC5_Ca_ATP <=> AC5_Ca_GaolfGTP_ATP
K92	kf_R54	1/(nanomole/liter*millisecond)	-6	kf_CaXAC5_ATP__AC5_Ca_ATP	Spine	log10	1e-06	independent parameter	Ca + AC5_ATP <=> AC5_Ca_ATP
K93	kr_R54	1/millisecond	-2	kr_CaXAC5_ATP__AC5_Ca_ATP	Spine	log10	0.01	independent parameter	Ca + AC5_ATP <=> AC5_Ca_ATP
K94	kf_R55	1/millisecond	-1.301	kf_AC5_GaolfGTP_ATP__cAMPXAC5_GaolfGTP	Spine	log10	0.05	independent parameter	AC5_GaolfGTP_ATP <=> cAMP + AC5_GaolfGTP
K95	kf_R56	1/(nanomole/liter*millisecond)	-2.5935	kf_cAMPXAC5_GaolfGTP__AC5_GaolfGTP_ATP	Spine	log10	0.00255	independent parameter	cAMP + AC5_GaolfGTP <=> AC5_GaolfGTP_ATP
K96	kf_R57	1/millisecond	-3	kf_AC5_ATP__cAMPXAC5	Spine	log10	0.001	independent parameter	AC5_ATP <=> cAMP + AC5
K97	kf_R58	1/(nanomole/liter*millisecond)	-5.699	kf_cAMPXAC5__AC5_ATP	Spine	log10	2e-06	independent parameter	cAMP + AC5 <=> AC5_ATP
K98	kf_R59	1/millisecond	-3.301	kf_AC5_Ca_ATP__cAMPXAC5_Ca	Spine	log10	0.0005	independent parameter	AC5_Ca_ATP <=> cAMP + AC5_Ca
K99	kf_R60	1/(nanomole/liter*millisecond)	-6.1249	kf_cAMPXAC5_Ca__AC5_Ca_ATP	Spine	log10	7.5e-07	independent parameter	cAMP + AC5_Ca <=> AC5_Ca_ATP
K100	kf_R61	1/millisecond	-1.6021	kf_AC5_Ca_GaolfGTP_ATP__cAMPXAC5_Ca_GaolfGTP	Spine	log10	0.025	independent parameter	AC5_Ca_GaolfGTP_ATP <=> cAMP + AC5_Ca_GaolfGTP
K101	kf_R62	1/(nanomole/liter*millisecond)	-3.1871	kf_cAMPXAC5_Ca_GaolfGTP__AC5_Ca_GaolfGTP_ATP	Spine	log10	0.00065	independent parameter	cAMP + AC5_Ca_GaolfGTP <=> AC5_Ca_GaolfGTP_ATP
K102	kf_R63	1/millisecond	-3	kf_AC5_GaolfGTP__AC5XGaolfGDP	Spine	log10	0.001	independent parameter	AC5_GaolfGTP <=> AC5 + GaolfGDP
K103	kf_R64	1/millisecond	-3	kf_AC5_Ca_GaolfGTP__AC5_CaXGaolfGDP	Spine	log10	0.001	independent parameter	AC5_Ca_GaolfGTP <=> AC5_Ca + GaolfGDP
K104	kf_R65	1/millisecond	-3	kf_AC5_GaolfGTP_ATP__AC5_ATPXGaolfGDP	Spine	log10	0.001	independent parameter	AC5_GaolfGTP_ATP <=> AC5_ATP + GaolfGDP
K105	kf_R66	1/millisecond	-3	kf_AC5_Ca_GaolfGTP_ATP__AC5_Ca_ATPXGaolfGDP	Spine	log10	0.001	independent parameter	AC5_Ca_GaolfGTP_ATP <=> AC5_Ca_ATP + GaolfGDP
K106	kf_R67	1/(nanomole/liter*millisecond)	-4.2218	kf_D1RXGolf__D1R_Golf	Spine	log10	6e-05	independent parameter	D1R + Golf <=> D1R_Golf
K107	kr_R67	1/millisecond	-0.60206	kr_D1RXGolf__D1R_Golf	Spine	log10	0.25	independent parameter	D1R + Golf <=> D1R_Golf
K108	kf_R68	1/(nanomole/liter*millisecond)	-4.2218	kf_GolfXD1R_DA__D1R_Golf_DA	Spine	log10	6e-05	independent parameter	Golf + D1R_DA <=> D1R_Golf_DA
K109	kr_R68	1/millisecond	-0.60206	kr_GolfXD1R_DA__D1R_Golf_DA	Spine	log10	0.25	independent parameter	Golf + D1R_DA <=> D1R_Golf_DA
K110	kf_R69	1/(nanomole/liter*millisecond)	-4	kf_cAMPXPDE10c__PDE10c_cAMP	Spine	log10	0.0001	independent parameter	cAMP + PDE10c <=> PDE10c_cAMP
K111	kr_R69	1/millisecond	-2.699	kr_cAMPXPDE10c__PDE10c_cAMP	Spine	log10	0.002	independent parameter	cAMP + PDE10c <=> PDE10c_cAMP
K112	kf_R70	1/(nanomole/liter*millisecond)	-4	kf_CaMKIIXCaM_Ca4__CaMKII_CaM_Ca4	Spine	log10	0.0001	independent parameter	CaMKII + CaM_Ca4 <=> CaMKII_CaM_Ca4
K113	kr_R70	1/millisecond	-1.3979	kr_CaMKIIXCaM_Ca4__CaMKII_CaM_Ca4	Spine	log10	0.04	independent parameter	CaMKII + CaM_Ca4 <=> CaMKII_CaM_Ca4
K114	kf_R71	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca2XCaMKII__CaMKII_CaM_Ca2	Spine	log10	0.0001	independent parameter	CaM_Ca2 + CaMKII <=> CaMKII_CaM_Ca2
K115	kr_R71	1/millisecond	-0.39794	kr_CaM_Ca2XCaMKII__CaMKII_CaM_Ca2	Spine	log10	0.4	independent parameter	CaM_Ca2 + CaMKII <=> CaMKII_CaM_Ca2
K116	kf_R72	1/(nanomole/liter*millisecond)	-4	kf_CaMXCaMKII__CaMKII_CaM	Spine	log10	0.0001	independent parameter	CaM + CaMKII <=> CaMKII_CaM
K117	kr_R72	1/millisecond	0.60206	kr_CaMXCaMKII__CaMKII_CaM	Spine	log10	4	independent parameter	CaM + CaMKII <=> CaMKII_CaM
K118	kf_R73	1/(nanomole/liter*millisecond)	-4	kf_CaMKII_CaM_Ca2XCa__CaMKII_CaM_Ca4	Spine	log10	0.0001	independent parameter	CaMKII_CaM_Ca2 + Ca <=> CaMKII_CaM_Ca4
K119	kr_R73	1/millisecond	-1	kr_CaMKII_CaM_Ca2XCa__CaMKII_CaM_Ca4	Spine	log10	0.1	independent parameter	CaMKII_CaM_Ca2 + Ca <=> CaMKII_CaM_Ca4
K120	kf_R74	1/(nanomole/liter*millisecond)	-5.2218	kf_CaMKII_CaMXCa__CaMKII_CaM_Ca2	Spine	log10	6e-06	independent parameter	CaMKII_CaM + Ca <=> CaMKII_CaM_Ca2
K121	kr_R74	1/millisecond	-2.699	kr_CaMKII_CaMXCa__CaMKII_CaM_Ca2	Spine	log10	0.002	independent parameter	CaMKII_CaM + Ca <=> CaMKII_CaM_Ca2
K122	kf_R75	1/(nanomole/liter*millisecond)	-4	kf_pCaMKII_CaM_Ca2XCa__pCaMKII_CaM_Ca4	Spine	log10	0.0001	independent parameter	pCaMKII_CaM_Ca2 + Ca <=> pCaMKII_CaM_Ca4
K123	kr_R75	1/millisecond	-2	kr_pCaMKII_CaM_Ca2XCa__pCaMKII_CaM_Ca4	Spine	log10	0.01	independent parameter	pCaMKII_CaM_Ca2 + Ca <=> pCaMKII_CaM_Ca4
K124	kf_R76	1/(nanomole/liter*millisecond)	-5.2218	kf_pCaMKII_CaMXCa__pCaMKII_CaM_Ca2	Spine	log10	6e-06	independent parameter	pCaMKII_CaM + Ca <=> pCaMKII_CaM_Ca2
K125	kr_R76	1/millisecond	-2.699	kr_pCaMKII_CaMXCa__pCaMKII_CaM_Ca2	Spine	log10	0.002	independent parameter	pCaMKII_CaM + Ca <=> pCaMKII_CaM_Ca2
K126	kf_R77	1/(nanomole/liter*millisecond)	-4	kf_pCaMKIIXCaM_Ca4__pCaMKII_CaM_Ca4	Spine	log10	0.0001	independent parameter	pCaMKII + CaM_Ca4 <=> pCaMKII_CaM_Ca4
K127	kr_R77	1/millisecond	-3.3979	kr_pCaMKIIXCaM_Ca4__pCaMKII_CaM_Ca4	Spine	log10	0.0004	independent parameter	pCaMKII + CaM_Ca4 <=> pCaMKII_CaM_Ca4
K128	kf_R78	1/(nanomole/liter*millisecond)	-4	kf_pCaMKIIXCaM_Ca2__pCaMKII_CaM_Ca2	Spine	log10	0.0001	independent parameter	pCaMKII + CaM_Ca2 <=> pCaMKII_CaM_Ca2
K129	kr_R78	1/millisecond	-1.3979	kr_pCaMKIIXCaM_Ca2__pCaMKII_CaM_Ca2	Spine	log10	0.04	independent parameter	pCaMKII + CaM_Ca2 <=> pCaMKII_CaM_Ca2
K130	kf_R79	1/(nanomole/liter*millisecond)	-4	kf_pCaMKIIXCaM__pCaMKII_CaM	Spine	log10	0.0001	independent parameter	pCaMKII + CaM <=> pCaMKII_CaM
K131	kr_R79	1/millisecond	-0.39794	kr_pCaMKIIXCaM__pCaMKII_CaM	Spine	log10	0.4	independent parameter	pCaMKII + CaM <=> pCaMKII_CaM
K132	kf_R80	1/(nanomole/liter*millisecond)	-4.3468	kf_ARPP21XPKAc__PKAc_ARPP21	Spine	log10	4.5e-05	independent parameter	ARPP21 + PKAc <=> PKAc_ARPP21
K133	kr_R80	1/millisecond	-0.69897	kr_ARPP21XPKAc__PKAc_ARPP21	Spine	log10	0.2	independent parameter	ARPP21 + PKAc <=> PKAc_ARPP21
K134	kf_R81	1/millisecond	-2	kf_PKAc_ARPP21__PKAcXpARPP21	Spine	log10	0.01	independent parameter	PKAc_ARPP21 <=> PKAc + pARPP21
K135	kf_R82	1/(nanomole/liter*millisecond)	-3.301	kf_pARPP21XCaM_Ca4__CaM_Ca4_pARPP21	Spine	log10	0.0005	independent parameter	pARPP21 + CaM_Ca4 <=> CaM_Ca4_pARPP21
K136	kr_R82	1/millisecond	-2	kr_pARPP21XCaM_Ca4__CaM_Ca4_pARPP21	Spine	log10	0.01	independent parameter	pARPP21 + CaM_Ca4 <=> CaM_Ca4_pARPP21
K137	kf_R83	1/millisecond	-2	kf_B72PP2A_Ca_pARPP21__ARPP21XB72PP2A_Ca	Spine	log10	0.01	independent parameter	B72PP2A_Ca_pARPP21 <=> ARPP21 + B72PP2A_Ca
K138	kf_R84	1/(nanomole/liter*millisecond)	-5.1549	kf_pARPP21XB72PP2A_Ca__B72PP2A_Ca_pARPP21	Spine	log10	7e-06	independent parameter	pARPP21 + B72PP2A_Ca <=> B72PP2A_Ca_pARPP21
K139	kr_R84	1/millisecond	-1	kr_pARPP21XB72PP2A_Ca__B72PP2A_Ca_pARPP21	Spine	log10	0.1	independent parameter	pARPP21 + B72PP2A_Ca <=> B72PP2A_Ca_pARPP21
K140	kf_R85	1/millisecond	-3	kf_B72PP2A_pARPP21__ARPP21XB72PP2A	Spine	log10	0.001	independent parameter	B72PP2A_pARPP21 <=> ARPP21 + B72PP2A
